sentiment,sentiment:confidence,date,year,month,day,text
Neutral,0.6698,2014-12-05 18:07:32+00:00,2014,12,5,Way to go @apple http://t.co/Mcgsyxs9Eq
Negative,1.0,2014-12-05 18:09:42+00:00,2014,12,5,Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...
Negative,1.0,2014-12-05 18:10:14+00:00,2014,12,5,@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking
Positive,0.6517,2014-12-05 18:11:09+00:00,2014,12,5,Thinking of leaving the @Apple environment completely. Thoughts?
Positive,1.0,2014-12-05 18:15:54+00:00,2014,12,5,Aye @apple why don't you guys make the apple headphones in different colors?
Positive,1.0,2014-12-05 18:16:18+00:00,2014,12,5,GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL
Positive,0.6816,2014-12-05 18:18:28+00:00,2014,12,5,RT @RHDrum: Aye @apple why don't you guys make the apple headphones in different colors?
Neutral,1.0,2014-12-05 18:20:28+00:00,2014,12,5,Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,1.0,2014-12-05 18:20:52+00:00,2014,12,5,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/76QIXLKyS3"
Neutral,1.0,2014-12-05 18:21:08+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 18:21:18+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 18:22:47+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 18:23:00+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,0.5716,2014-12-05 18:25:40+00:00,2014,12,5,It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple
Neutral,1.0,2014-12-05 18:26:24+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 18:26:38+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,0.6635,2014-12-05 18:27:20+00:00,2014,12,5,GoPro Inc Has Potential To Become Apple Inc. Of Drone Market http://t.co/HNkZs5kAwx #AAPL
Neutral,1.0,2014-12-05 18:30:27+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Negative,0.6759,2014-12-05 18:32:46+00:00,2014,12,5,Wanted the @apple iPhone 6 but that lighting charger made me go to an @windows @nokia 1020.
Positive,0.6861,2014-12-05 18:35:38+00:00,2014,12,5,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
Positive,1.0,2014-12-05 18:40:07+00:00,2014,12,5,"Steve Hayman, @Apple National Consulting Engineer, presents on app development at #umich. http://t.co/51yinIrNoc"
Positive,0.6595,2014-12-05 18:42:41+00:00,2014,12,5,Will #Apple Pay Consumers $1 Billion For Deleting Their Music?: Apple Inc. (NASDAQ: #AAPL) is currently embroi... http://t.co/NEJKr316Eb
Positive,1.0,2014-12-05 18:42:41+00:00,2014,12,5,"Early Movers: BIG, DLTR, THI, #AAPL, FIVE &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/GBlMWzOcQO"
Neutral,1.0,2014-12-05 18:45:12+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Negative,1.0,2014-12-05 18:45:19+00:00,2014,12,5,@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!'
Positive,0.681,2014-12-05 18:49:33+00:00,2014,12,5,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
Negative,0.6708,2014-12-05 18:50:37+00:00,2014,12,5,"Zuckerberg attacks: If Apple really cared about customers, iPhones would cost less $AAPL #aapl
http://t.co/xG4cpjwXKH"
Neutral,0.6758,2014-12-05 18:51:53+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 18:52:48+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,1.0,2014-12-05 18:54:42+00:00,2014,12,5,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/8xHh2SLC4X
Positive,0.6801,2014-12-05 18:54:55+00:00,2014,12,5,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/fUeCICPn2z
Neutral,0.7346,2014-12-05 18:57:06+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,1.0,2014-12-05 18:58:20+00:00,2014,12,5,RT @RaviMikkelsen: @HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal
Positive,1.0,2014-12-05 18:59:16+00:00,2014,12,5,"Apple Adds New Flyover Locations to Maps, Siri Movie Showtimes in More Countries [iOS Blog] http://t.co/758TjE7alk #AAPL"
Positive,0.7666,2014-12-05 19:05:09+00:00,2014,12,5,Helping you &amp; your loved ones on the street with our free @Apple app #Winnipeg #Acura http://t.co/ieR7gZcLRo
Neutral,1.0,2014-12-05 19:07:28+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,0.4509,2014-12-05 19:08:40+00:00,2014,12,5,"#AAPL $BABA &amp; $TWTR are having their 9 &amp; 1/2 % day https://t.co/ssk6R6hzba
.. they fooling around -- NOT on their magic carpet. next week/s"
Positive,0.6646,2014-12-05 19:10:38+00:00,2014,12,5,"Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL"
Neutral,0.6758,2014-12-05 19:13:12+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,1.0,2014-12-05 19:13:20+00:00,2014,12,5,"RT @JPDesloges: Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL"
Negative,1.0,2014-12-05 19:13:33+00:00,2014,12,5,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian"
Positive,0.6797,2014-12-05 19:24:53+00:00,2014,12,5,"Apple entering era of security fear-mongering... from security vendors $AAPL #aapl
http://t.co/X8VJxj0hD3"
Positive,1.0,2014-12-05 19:26:00+00:00,2014,12,5,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44"
Negative,0.6879,2014-12-05 19:26:47+00:00,2014,12,5,"2nd day with my new iPhone, WTF @Apple ?!
In switching to @SamsungMobileUS http://t.co/Vz95pDWzEe"
Positive,0.7244,2014-12-05 19:26:55+00:00,2014,12,5,Learn How To Code For Free On 12/11 At Your Nearest .@Apple Store &lt; Excellent! #tech #latism http://t.co/Ca3h33hQpR
Neutral,1.0,2014-12-05 19:27:40+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,0.6822,2014-12-05 19:30:04+00:00,2014,12,5,"#AAPL:UBS Increases Apple's iPhone 6 Sales, Revenue And EPS...http://t.co/9yxtPhyN1s"
Neutral,1.0,2014-12-05 19:40:17+00:00,2014,12,5,#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook
Negative,0.6979,2014-12-05 19:46:09+00:00,2014,12,5,Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM
Negative,1.0,2014-12-05 19:46:58+00:00,2014,12,5,took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE
Positive,1.0,2014-12-05 19:51:52+00:00,2014,12,5,"What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK"
Positive,0.7378,2014-12-05 19:52:20+00:00,2014,12,5,"RT @JPDesloges: What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK"
Negative,1.0,2014-12-05 19:55:58+00:00,2014,12,5,@calemcmartin blame @apple
Neutral,1.0,2014-12-05 19:56:11+00:00,2014,12,5,"Dude, @apple is all over the marketing for beats. They have a great marketing team at apple."
Positive,1.0,2014-12-05 19:57:10+00:00,2014,12,5,Watch out @Apple.  http://t.co/B3Uq7YeDlx
Negative,0.68,2014-12-05 19:57:36+00:00,2014,12,5,why don't we have harry potter emojis please work on this @Apple
Positive,0.6437,2014-12-05 19:59:45+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.6758,2014-12-05 19:59:56+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,1.0,2014-12-05 20:00:19+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.6719,2014-12-05 20:00:59+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.6595,2014-12-05 20:01:16+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Neutral,0.6971,2014-12-05 20:03:18+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,1.0,2014-12-05 20:05:13+00:00,2014,12,5,TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg
Positive,0.5025,2014-12-05 20:05:56+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.48,2014-12-05 20:06:57+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.6515,2014-12-05 20:07:05+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,1.0,2014-12-05 20:10:33+00:00,2014,12,5,@apple had a dream last night where I downgraded my #iPhone to a 4S and spent the rest of the dream trying to figure out what to do. #shame
Positive,0.501,2014-12-05 20:14:35+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Positive,0.6622,2014-12-05 20:14:51+00:00,2014,12,5,"Apple Stock: Is Push Into India Too Little Too Late? $AAPL #aapl
http://t.co/M9kOVlEikb"
Positive,0.667,2014-12-05 20:15:35+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Positive,1.0,2014-12-05 20:18:15+00:00,2014,12,5,Apple Inc. (AAPL) Focuses On Larger Indian Market Share http://t.co/o9RU1Lv1V8 #AAPL
Positive,0.6859,2014-12-05 20:21:39+00:00,2014,12,5,I really want @apple to drop the word BOOK from products so employees will start treating machines with more care. aka stop dropping them.
Positive,1.0,2014-12-05 20:22:44+00:00,2014,12,5,"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/OeYEqn72er"
Positive,1.0,2014-12-05 20:25:02+00:00,2014,12,5,#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn
Positive,1.0,2014-12-05 20:25:29+00:00,2014,12,5,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
Negative,1.0,2014-12-05 20:26:06+00:00,2014,12,5,@apple IOS8 is still shit
Negative,1.0,2014-12-05 20:30:27+00:00,2014,12,5,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them"
Positive,0.6759,2014-12-05 20:30:37+00:00,2014,12,5,#Apple: Facing A Challenge From Google's Android - Apple Inc. #AAPL | Seeking Alpha http://t.co/Fd4E1Pv5G4
Negative,0.6804,2014-12-05 20:31:25+00:00,2014,12,5,@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative
Positive,1.0,2014-12-05 20:33:24+00:00,2014,12,5,"Apple:Dec 5 Trading Daily Profit $1.57/sh,  Weekly Profits of $18.36/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/76R4rmUUNo"
Negative,0.5024,2014-12-05 20:35:01+00:00,2014,12,5,@Apple: Apple ID should ALWAYS b able to b set up w/out cred card/PayPal/gift card attach to it. You'll still get your $ if they buy. #fail
Positive,1.0,2014-12-05 20:35:01+00:00,2014,12,5,@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter
Positive,0.7258,2014-12-05 20:38:31+00:00,2014,12,5,Security firm @Kaspersky have issued their (not very cheery) 2015 predictions - and say @Apple Pay to attract attacks http://t.co/7XBrTqSmdq
Positive,0.697,2014-12-05 20:43:18+00:00,2014,12,5,There needs to be an emoji with war paint/football make up on. @apple @emojimakers for fangirls everywhere.
Positive,1.0,2014-12-05 20:44:44+00:00,2014,12,5,@daulfn @AppleUK_ @Apple It's what most of our devs do
Positive,1.0,2014-12-05 20:45:03+00:00,2014,12,5,#AAPL:12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday ...http://t.co/QSxQQPAg2q
Positive,1.0,2014-12-05 20:47:33+00:00,2014,12,5,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/yEPG0Urogc"
Negative,0.6758,2014-12-05 20:49:25+00:00,2014,12,5,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
Negative,0.5044,2014-12-05 20:53:15+00:00,2014,12,5,@Apple admits deleting rival music store tracks from iPods | Apple | http://t.co/DPH21dL8K3 http://t.co/GEAgJUuRSO
Negative,1.0,2014-12-05 20:53:46+00:00,2014,12,5,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?"
Positive,0.7253,2014-12-05 20:59:21+00:00,2014,12,5,BLOCK TRADE detected in #AAPL
Negative,1.0,2014-12-05 20:59:29+00:00,2014,12,5,@apple u used to b cool what happened
Negative,0.7021,2014-12-05 21:00:34+00:00,2014,12,5,IT &amp; marketing systems @AmericanExpress cause headaches as card holders with @Apple Pay are being opted in for promotions without permission
Negative,0.665,2014-12-05 21:02:07+00:00,2014,12,5,..@facebook founder @MarkZuckerberg attacks @apple boss @TimCook over 'ridiculous' comments about ads http://t.co/fNKDDbfLzV
Neutral,1.0,2014-12-05 21:05:46+00:00,2014,12,5,"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple."
Positive,1.0,2014-12-05 21:06:17+00:00,2014,12,5,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL
Negative,1.0,2014-12-05 21:12:16+00:00,2014,12,5,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page."
Neutral,0.6665,2014-12-05 21:12:42+00:00,2014,12,5,#AAPL RT @cue: Proud to be part of #HourofCode next week. Events at Apple retail stores around the world. http://t.co/ag2ki1ZDVf
Neutral,1.0,2014-12-05 21:13:26+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Neutral,1.0,2014-12-05 21:13:45+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Negative,1.0,2014-12-05 21:19:52+00:00,2014,12,5,itunes is awful &amp; is ruining my life fix your shit @apple
Positive,0.642,2014-12-05 21:19:57+00:00,2014,12,5,"Buyer's Guide: Deals on MacBook Air, Retina MacBook Pro, iPads, Apple Accessories, and More [Mac Blog] http://t.co/EAC2nK1Nkk #AAPL"
Negative,0.6585,2014-12-05 21:20:30+00:00,2014,12,5,"#Forget @Apple [#Apple]'s #iPhone and @SamsungMobileUS #Samsung's Galaxy, the #humble flip phone is back. (#Frid... http://t.co/6CiLI9sCw6"
Positive,1.0,2014-12-05 21:25:19+00:00,2014,12,5,"Apple Inc. price at close, December 05, 2014, is 114.9801. #apple #AAPL"
Negative,0.675,2014-12-05 21:30:03+00:00,2014,12,5,#AAPL:Why can't Apple meet demand for the iPhone 6?...http://t.co/200wqsCPaG
Negative,1.0,2014-12-05 21:35:48+00:00,2014,12,5,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls"
Positive,0.7201,2014-12-05 21:37:24+00:00,2014,12,5,Will Apple Pay Consumers $1 Billion For Deleting Their Music? http://t.co/BWtOE7mAo5 #AAPL
Negative,0.6373,2014-12-05 21:43:15+00:00,2014,12,5,"RT @taraluv_: had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls"
Negative,1.0,2014-12-05 21:43:21+00:00,2014,12,5,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple
Positive,0.7119,2014-12-05 21:45:05+00:00,2014,12,5,The power of @Apple 's strong branding and store design in one photo http://t.co/Xsjk3LV0ei via @qz.  Article: http://t.co/eDjJ9R61yE
Neutral,1.0,2014-12-05 21:48:44+00:00,2014,12,5,Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.
Negative,0.6595,2014-12-05 21:50:00+00:00,2014,12,5,"#Why #can't @Apple [#Apple] meet demand for the #iPhone6?. (#Friday, 5 #December) http://t.co/dCKe05pVa4"
Positive,1.0,2014-12-05 21:51:49+00:00,2014,12,5,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll"
Positive,1.0,2014-12-05 21:53:14+00:00,2014,12,5,"Early Apple Employee Bill Fernandez Shares Details on Steve Jobs, Creation of the Apple II, and More http://t.co/hv7TfDUIm9 #AAPL"
Positive,0.7244,2014-12-05 21:54:43+00:00,2014,12,5,"RT @DannyRosin: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll"
Positive,0.6822,2014-12-05 21:55:14+00:00,2014,12,5,"@Apple Maps, where is the #FAUSTADIUM ? @floridaatlantic
@fauathletics #fau #bocaraton #floridaatlantic #floridaa... http://t.co/TvvYCwNprw"
Negative,1.0,2014-12-05 21:58:24+00:00,2014,12,5,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple
Negative,0.6525,2014-12-05 21:59:27+00:00,2014,12,5,@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple
Positive,1.0,2014-12-05 22:03:07+00:00,2014,12,5,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.
Positive,1.0,2014-12-05 22:06:46+00:00,2014,12,5,"@brandivatemktg @Apple - Integrity cures most evils. #MFi, in this case, will too!"
Positive,1.0,2014-12-05 22:07:48+00:00,2014,12,5,@DannyRosin @Apple Agreed!
Positive,1.0,2014-12-05 22:15:04+00:00,2014,12,5,"#AAPL:Pale, hoarse Steve Jobs defends Apple in videotaped deposition in iPod...http://t.co/SNmpSx4TDo"
Negative,1.0,2014-12-05 22:16:39+00:00,2014,12,5,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED
Negative,0.676,2014-12-05 22:18:30+00:00,2014,12,5,Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql
Positive,0.7916,2014-12-05 22:21:49+00:00,2014,12,5,"Wow, @Uber's $40B+ valuation would rank it No. 11 in Silicon Valley, behind the likes of @Apple, @Google, @facebook http://t.co/nLFvUJ2Ry7"
Neutral,1.0,2014-12-05 22:23:47+00:00,2014,12,5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
Positive,0.5146,2014-12-05 22:32:40+00:00,2014,12,5,Dear @apple bring my phone quicker
Negative,0.6505,2014-12-05 22:35:19+00:00,2014,12,5,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH"
Negative,0.676,2014-12-05 22:36:15+00:00,2014,12,5,morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL
Negative,0.6828,2014-12-05 22:39:25+00:00,2014,12,5,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one."
Positive,1.0,2014-12-05 22:42:17+00:00,2014,12,5,Apple: Facing A Challenge From Google's Android http://t.co/apqD7jWn7B #AAPL
Positive,0.6538,2014-12-05 22:47:48+00:00,2014,12,5,My @apple autocorrect changes Muslim to awesome and I'm okay with that
Positive,0.6722,2014-12-05 22:48:19+00:00,2014,12,5,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that
Positive,0.6556,2014-12-05 22:48:29+00:00,2014,12,5,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that
Positive,0.7087,2014-12-05 22:58:29+00:00,2014,12,5,jdelaneyxo beta testing the newest @Apple product... The #iSee http://t.co/4hpgNUgOgj
Negative,1.0,2014-12-05 22:58:44+00:00,2014,12,5,hey @apple my 5s keeps glitching :/
Positive,1.0,2014-12-05 23:00:14+00:00,2014,12,5,Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod
Positive,1.0,2014-12-05 23:05:28+00:00,2014,12,5,"Why @Apple, @Google, and @Facebook have their own programming languages. | https://t.co/G5NZ0xAeVH #code #analysis #web #tech #nerdup"
Negative,1.0,2014-12-05 23:08:17+00:00,2014,12,5,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes"
Negative,1.0,2014-12-05 23:13:16+00:00,2014,12,5,@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple
Positive,0.6675,2014-12-05 23:13:35+00:00,2014,12,5,@JessicaB515 @britt_bumgarner @Apple fight fight fight
Negative,0.6765,2014-12-05 23:14:05+00:00,2014,12,5,@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb
Positive,0.691,2014-12-05 23:16:05+00:00,2014,12,5,12 Gift Ideas For The Apple Lover Who Has Everything http://t.co/0RTcyLOsAD @apple #technology
Negative,1.0,2014-12-05 23:19:35+00:00,2014,12,5,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8
Positive,1.0,2014-12-05 23:39:35+00:00,2014,12,5,Things are happening @apple
Positive,0.6861,2014-12-05 23:39:50+00:00,2014,12,5,BREAKING: #NYC #EricGarnet protestors occupy @Apple story in #NY #ICantBreath 11x  LIVE @Rebelutionary_Z http://t.co/5y1RRbx0SC
Positive,0.6619,2014-12-05 23:41:04+00:00,2014,12,5,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/pPbHlIRhZZ"
Positive,0.6774,2014-12-05 23:44:10+00:00,2014,12,5,4.5 min silence #MikeBrown #NYC protesters @Apple store @Stackizshort http://t.co/JceDzlgGuv #EricGarner #ICantBreathe #BlackLivesMatter
Positive,0.6578,2014-12-05 23:44:24+00:00,2014,12,5,Steve Jobs Deposition Video Shown in Ongoing iPod Class-Action Lawsuit http://t.co/jhvHYauA1P #AAPL
Positive,0.6851,2014-12-05 23:45:04+00:00,2014,12,5,#AAPL:Apple Could Face iPhone 6 Shortages Next Year...http://t.co/0rgAJF8TPX
Negative,1.0,2014-12-05 23:47:47+00:00,2014,12,5,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS
Positive,0.6632,2014-12-05 23:48:18+00:00,2014,12,5,Mark my words @apple wild do away with the iPhone 5c and bring back the 4' iPhone. The 5s is the ultimate form factor. Welcome iPhone mini.
Positive,1.0,2014-12-05 23:49:14+00:00,2014,12,5,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/zX2zMhpnEy"
Positive,1.0,2014-12-05 23:49:39+00:00,2014,12,5,#NYC #EricGarner protesters stage 'Die In' @Apple store http://t.co/5y1RRbx0SC LIVE @Rebelutionary_Z #BlackLivesMatters #ShutItDown
Positive,1.0,2014-12-05 23:53:58+00:00,2014,12,5,"The best link of the day on @usemuzli Tech: @facebook CEO Mark Zuckerberg goes after @tim_cook , @Apple -- AppAdvice
http://t.co/cDnZCthRlA"
Positive,0.6827,2014-12-05 23:54:35+00:00,2014,12,5,@ErnestSzoka super-stoked about the new Only One update! Was hoping @apple would get to it today. Ah well. Great game! Great job!
Positive,0.7201,2014-12-05 23:54:49+00:00,2014,12,5,@stackizshort streaming now from @Apple #NYC 5th Ave. store http://t.co/ttUe4ykubs #icantbreathe #EricGarner #Ferguson #thisstopstoday
Positive,1.0,2014-12-05 23:55:16+00:00,2014,12,5,@eliransapir @Apple ok duly noted
Negative,1.0,2014-12-05 23:57:44+00:00,2014,12,5,RT @danielllebaker: Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple
Positive,1.0,2014-12-06 00:01:12+00:00,2014,12,6,"#mkt Final #AAPL #PutCallRatios for Friday, December 5, 2014:  http://t.co/lvK2RfkfBB"
Positive,0.6759,2014-12-06 00:01:13+00:00,2014,12,6,"Final #AAPL #PutCallRatios for Friday, December 5, 2014 http://t.co/ALiZA7PcqF via Hamzei  $$"
Positive,0.7039,2014-12-06 00:05:12+00:00,2014,12,6,@apple why isnt the WWA movie on iTunes
Negative,1.0,2014-12-06 00:07:17+00:00,2014,12,6,Protesters in the @Apple store pretty much sums it up. Its like a gravitational pull. Shocked it took this long. Next stop? STARBUCKS!!
Positive,0.6678,2014-12-06 00:08:05+00:00,2014,12,6,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
Negative,1.0,2014-12-06 00:08:25+00:00,2014,12,6,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
Positive,1.0,2014-12-06 00:08:46+00:00,2014,12,6,"@MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated"
Positive,0.6652,2014-12-06 00:09:17+00:00,2014,12,6,"RT @B30wu1f2: @MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated"
Negative,1.0,2014-12-06 00:13:45+00:00,2014,12,6,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.
Negative,1.0,2014-12-06 00:16:30+00:00,2014,12,6,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low"
Negative,0.6547,2014-12-06 00:21:07+00:00,2014,12,6,#chrome needs a fucking update ASAP. Why do @apple and @google play this stupid back n forth shit over software. #letmecreate
Negative,1.0,2014-12-06 00:21:10+00:00,2014,12,6,"My phone died at 8%, why would you let this happen @apple?"
Negative,1.0,2014-12-06 00:26:45+00:00,2014,12,6,dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.
